ID, STARTLOCATION,STARTREGION,AGGREGATEDTYPE,MONEYEARNED,DISTANCE,startDayOfWeek,CHARITYNAME,EMISSIONSSAVED,STARTTIME
6831,"Glasgow","Scotland","Bike","0.17",3,"SATURDAY","Viva con Agua",358.56123214235316,6
6863,"Newport","Wales","Bike","0.08",2,"SATURDAY","Die Arche",164.6918176406444,10
6866,"Newport","Wales","Bike","0.08",2,"SATURDAY","Die Arche",165.89386341676675,6
6915,"Edinburgh","Scotland","Bike","0.17",3,"SATURDAY","Tafel Deutschland",357.428302040404,10
6937,"Glasgow","Scotland","Bike","0.17",3,"SUNDAY","Viva con Agua",359.1574614162998,12
6962,"Glasgow","Scotland","Bike","0.11",2,"SATURDAY","Die Arche",232.3789204646145,12
7061,"Londonderry","North Ireland","Bike","0.08",2,"SATURDAY","Tafel Deutschland",175.95293056388533,13
7118,"Cardiff","Wales","Bike","0.13",3,"FRIDAY","Tafel Deutschland",283.06982042693335,4
7123,"Glasgow","Scotland","Bike","0.14",3,"FRIDAY",,295.39211947102575,6
7135,"Edinburgh","Scotland","Bike","0.17",3,"TUESDAY","Die Arche",364.96058049380764,6
7141,"Edinburgh","Scotland","Bike","0.14",3,"TUESDAY","Die Arche",316.5665605607317,9
7186,"Bangor","Wales","Bike","0.10",2,"FRIDAY","Viva con Agua",204.20392431711647,5
7189,"Dundee","Scotland","Bike","0.11",2,"FRIDAY","Viva con Agua",246.8465503001197,7
7200,"Birmingham","England","Bike","0.93",19,"WEDNESDAY","Viva con Agua",1980.3889685402519,19
7341,"Coventry","England","Bike","1.28",26,"WEDNESDAY","Viva con Agua",2683.4944660808796,18
7366,"Newcastle upon Tyne","England","Bike","1.36",27,"THURSDAY","Tafel Deutschland",2862.752902633053,20
7412,"Durham","England","Bike","1.26",25,"WEDNESDAY","Die Arche",2655.735519853421,18
7415,"Durham","England","Bike","1.46",29,"WEDNESDAY","Viva con Agua",3094.4982022713025,18
7471,"Dundee","Scotland","Bike","0.11",2,"THURSDAY","Tafel Deutschland",244.44486488365882,17
7559,"Newport","Wales","Bike","0.08",2,"FRIDAY",,158.7282546752715,5
7583,"Newport","Wales","Bike","0.08",2,"FRIDAY","Die Arche",173.3665937075263,6
7644,"Edinburgh","Scotland","Bike","0.14",3,"TUESDAY","Viva con Agua",305.3640416796794,6
7711,"Cardiff","Wales","Bike","0.16",3,"THURSDAY","Viva con Agua",345.7900162653896,16
7712,"Glasgow","Scotland","Bike","0.25",5,"THURSDAY","Die Arche",517.506888664885,16
7749,"Edinburgh","Scotland","Bike","0.08",2,"TUESDAY","Tafel Deutschland",178.70540600952054,6
7751,"Edinburgh","Scotland","Bike","0.16",3,"FRIDAY","Tafel Deutschland",332.29604418643197,10
7795,"Dundee","Scotland","Bike","0.14",3,"THURSDAY","Die Arche",296.4975601212296,16
7831,"Nottingham","England","Bike","1.34",27,"WEDNESDAY","Viva con Agua",2814.6842269599024,18
7840,"Glasgow","Scotland","Bike","0.23",5,"FRIDAY","Viva con Agua",508.91593494421693,10
7922,"Cardiff","Wales","Bike","0.17",3,"TUESDAY","Die Arche",350.9364053432684,14
7936,"Edinburgh","Scotland","Bike","0.08",2,"TUESDAY","Die Arche",189.63916168215303,5
7937,"Edinburgh","Scotland","Bike","0.27",5,"WEDNESDAY","Die Arche",566.9439667564693,10
7940,"Edinburgh","Scotland","Bike","0.27",5,"TUESDAY","Tafel Deutschland",572.7265291884557,17
7951,"Glasgow","Scotland","Bike","0.27",5,"WEDNESDAY","Tafel Deutschland",570.0795992745091,5
7979,"Londonderry","North Ireland","Bike","0.17",3,"TUESDAY","Die Arche",350.15347805061685,17
8041,"Cardiff","Wales","Bike","0.14",3,"TUESDAY","Tafel Deutschland",289.15409097766695,4
8046,"Cardiff","Wales","Bike","0.10",2,"TUESDAY","Tafel Deutschland",207.0849712459778,4
8049,"Cardiff","Wales","Bike","0.10",2,"THURSDAY","Viva con Agua",203.7484758040994,4
8103,"Edinburgh","Scotland","Bike","0.13",3,"TUESDAY","Viva con Agua",264.7435506035097,13
8121,"Edinburgh","Scotland","Bike","0.14",3,"TUESDAY","Viva con Agua",311.6083499325764,15
8124,"Leeds","England","Bike","1.64",33,"TUESDAY",,3466.1478910568035,19
8146,"Cardiff","Wales","Bike","0.14",3,"WEDNESDAY","Tafel Deutschland",297.8385944149152,4
8155,"Bangor","Wales","Bike","0.17",3,"WEDNESDAY","Viva con Agua",360.79516506648804,9
8174,"Bangor","Wales","Bike","0.11",2,"WEDNESDAY","Viva con Agua",258.1278079123653,10
8222,"Swansea","Wales","Bike","0.11",2,"WEDNESDAY","Tafel Deutschland",241.4512013854169,9
8257,"Coventry","England","Bike","1.52",30,"TUESDAY","Viva con Agua",3190.079421198014,18
8258,"Coventry","England","Bike","1.51",30,"TUESDAY","Viva con Agua",3178.1747215288046,18
8360,"Edinburgh","Scotland","Bike","0.14",3,"TUESDAY","Viva con Agua",317.3968229683573,12
8369,"Dundee","Scotland","Bike","0.11",2,"WEDNESDAY","Die Arche",230.6967472391226,10
8418,"Glasgow","Scotland","Bike","0.14",3,"WEDNESDAY","Viva con Agua",304.0572057927492,9
8454,"Leeds","England","Bike","1.47",30,"TUESDAY","Tafel Deutschland",3116.1658441433715,18
8530,"Edinburgh","Scotland","Bike","0.14",3,"WEDNESDAY","Viva con Agua",309.269320442906,6
8531,"Edinburgh","Scotland","Bike","0.14",3,"WEDNESDAY","Tafel Deutschland",316.8457378293532,9
8748,"Swansea","Wales","Bike","0.13",3,"WEDNESDAY","Tafel Deutschland",264.3595362451048,11
8779,"Coventry","England","Bike","1.31",26,"FRIDAY","Viva con Agua",2755.961717290093,18
8820,"Edinburgh","Scotland","Run","0.16",3,"FRIDAY","Die Arche",332.7609473730475,4
8821,"Edinburgh","Scotland","Run","0.17",3,"FRIDAY","Die Arche",363.2635955086211,4
8984,"Glasgow","Scotland","Run","0.16",3,"FRIDAY","Viva con Agua",326.3242764846881,6
8985,"Glasgow","Scotland","Run","0.14",3,"SUNDAY","Viva con Agua",306.595822081309,7
8986,"Glasgow","Scotland","Run","0.14",3,"SUNDAY","Viva con Agua",314.84305730040006,8
8987,"Glasgow","Scotland","Run","0.16",3,"SUNDAY","Viva con Agua",328.1965575942006,8
8988,"Glasgow","Scotland","Run","0.16",3,"SUNDAY","Viva con Agua",330.9810300786977,7
8998,"Liverpool","England","Bike","0.92",18,"FRIDAY","Tafel Deutschland",1925.2172756618916,19
9096,"Edinburgh","Scotland","Bike","0.16",3,"MONDAY","Tafel Deutschland",330.903510345429,9
9124,"Liverpool","England","Bike","1.12",23,"FRIDAY","Viva con Agua",2366.819852542906,18
9125,"Glasgow","Scotland","Bike","0.08",2,"WEDNESDAY","Die Arche",168.77322495978888,14
9126,"Glasgow","Scotland","Run","0.17",3,"FRIDAY","Die Arche",353.66139687578965,9
9157,"Edinburgh","Scotland","Bike","0.08",2,"MONDAY","Tafel Deutschland",158.98025025212712,6
9158,"Edinburgh","Scotland","Bike","0.08",2,"WEDNESDAY","Viva con Agua",167.24066963236584,15
9210,"Cardiff","Wales","Bike","0.14",3,"MONDAY","Tafel Deutschland",320.25469814898474,15
9244,"Glasgow","Scotland","Bike","0.11",2,"MONDAY","Viva con Agua",238.76198625470633,13
9307,"Newport","Wales","Bike","0.14",3,"SUNDAY","Viva con Agua",314.5616059981738,6
9335,"Cardiff","Wales","Bike","0.10",2,"MONDAY","Tafel Deutschland",216.61964021627188,12
9337,"Birmingham","England","Bike","0.84",17,"MONDAY","Viva con Agua",1777.3526366830417,19
9359,"Glasgow","Scotland","Run","0.13",3,"TUESDAY","Die Arche",264.1294244769672,9
9426,"Glasgow","Scotland","Run","0.16",3,"THURSDAY","Viva con Agua",335.85500728718927,5
9468,"Cardiff","Wales","Run","0.14",3,"MONDAY","Tafel Deutschland",284.3836590963276,9
9514,"Swansea","Wales","Bike","0.11",2,"SUNDAY","Tafel Deutschland",241.76482915601997,6
9515,"Swansea","Wales","Bike","0.11",2,"SUNDAY","Tafel Deutschland",251.04029223844043,7
9564,"Edinburgh","Scotland","Run","0.16",3,"THURSDAY","Die Arche",338.52386984799585,4
9567,"Edinburgh","Scotland","Run","0.17",3,"MONDAY","Die Arche",360.88215610772363,4
9579,"Armagh","North Ireland","Bike","0.08",2,"SUNDAY","Viva con Agua",198.99733352072894,7
9618,"Edinburgh","Scotland","Bike","0.11",2,"MONDAY","Viva con Agua",255.1078517932115,16
9680,"Dundee","Scotland","Run","0.16",3,"MONDAY","Tafel Deutschland",327.2909339121866,5
9786,"Glasgow","Scotland","Run","0.14",3,"WEDNESDAY","Viva con Agua",318.1404782037251,5
9789,"Glasgow","Scotland","Run","0.16",3,"WEDNESDAY","Viva con Agua",330.4354725784982,6
9790,"Glasgow","Scotland","Run","0.16",3,"WEDNESDAY","Viva con Agua",327.46041558080475,6
9791,"Glasgow","Scotland","Run","0.14",3,"WEDNESDAY","Viva con Agua",322.108156421958,7
9792,"Glasgow","Scotland","Run","0.17",3,"MONDAY","Viva con Agua",351.7072587689888,6
9793,"Glasgow","Scotland","Run","0.13",3,"WEDNESDAY",,269.90557901344795,5
9806,"Aberdeen","Scotland","Run","0.14",3,"THURSDAY","Die Arche",301.2881243334711,7
9856,"Edinburgh","Scotland","Bike","0.08",2,"SATURDAY","Viva con Agua",192.02061524736231,15
9873,"Glasgow","Scotland","Bike","0.17",3,"SUNDAY","Viva con Agua",359.5652019972519,12
9874,"Cardiff","Wales","Bike","0.17",3,"SUNDAY","Viva con Agua",366.9894373199344,13
9937,"Armagh","North Ireland","Run","0.23",5,"THURSDAY","Die Arche",473.17143649237084,5
9955,"Glasgow","Scotland","Bike","0.14",3,"MONDAY","Tafel Deutschland",298.73428430708344,17
10009,"Dundee","Scotland","Run","0.23",5,"THURSDAY","Tafel Deutschland",499.65902190919104,5
10037,"Glasgow","Scotland","Run","0.11",2,"TUESDAY","Die Arche",252.80148990684594,7
10124,"Wakefield","England","Bike","11.50",230,"SATURDAY","Viva con Agua",24140.022104006584,3
10152,"Londonderry","North Ireland","Bike","0.13",3,"SUNDAY","Viva con Agua",280.13097186409857,16
10153,"Londonderry","North Ireland","Bike","0.11",2,"SUNDAY","Die Arche",236.34092798643252,19
10156,"Sunderland","England","Bike","3.35",67,"WEDNESDAY","Die Arche",7042.359532244856,3
10158,"Cardiff","Wales","Bike","0.14",3,"SUNDAY","Viva con Agua",296.84175289254586,16
10159,"Glasgow","Scotland","Bike","0.13",3,"SUNDAY","Viva con Agua",281.14545046182286,18
10160,"Cardiff","Wales","Bike","0.14",3,"SUNDAY","Tafel Deutschland",300.4834951713386,16
10161,"Cardiff","Wales","Bike","0.23",5,"SUNDAY","Tafel Deutschland",511.7768808334126,18
10162,"Glasgow","Scotland","Bike","0.14",3,"SUNDAY","Die Arche",294.1742491036025,18
10178,"Edinburgh","Scotland","Bike","0.16",3,"TUESDAY","Viva con Agua",345.0487668552093,16
10180,"Edinburgh","Scotland","Bike","0.11",2,"MONDAY","Die Arche",260.87676767140096,11
10181,"Edinburgh","Scotland","Bike","0.14",3,"TUESDAY","Tafel Deutschland",316.2110434248484,16
10205,"Cardiff","Wales","Run","0.10",2,"SUNDAY","Die Arche",212.93706462726044,15
10219,"Inverness","Scotland","Run","0.25",5,"WEDNESDAY","Viva con Agua",528.4520475643793,5
10231,"Edinburgh","Scotland","Run","0.08",2,"THURSDAY","Die Arche",159.73111739440455,13
10239,"Cardiff","Wales","Run","0.10",2,"SATURDAY","Die Arche",210.28322346604392,8
10248,"Glasgow","Scotland","Bike","0.14",3,"SUNDAY","Viva con Agua",324.3426531085542,18
10249,"Portsmouth","England","Bike","0.93",19,"MONDAY","Die Arche",1979.8639612036832,3
10285,"Edinburgh","Scotland","Bike","0.11",2,"SATURDAY","Viva con Agua",249.23714514069448,9
10293,"Edinburgh","Scotland","Run","0.25",5,"MONDAY","Viva con Agua",521.2011040695136,10
10296,"Glasgow","Scotland","Run","0.14",3,"MONDAY","Viva con Agua",299.03684317193955,18
10368,"Aberdeen","Scotland","Bike","0.14",3,"FRIDAY","Die Arche",291.4669740874739,5
10382,"Glasgow","Scotland","Bike","0.26",5,"SATURDAY","Tafel Deutschland",537.4978645155185,10
10384,"Glasgow","Scotland","Bike","0.11",2,"SATURDAY","Tafel Deutschland",233.91630755056457,13
10394,"Aberdeen","Scotland","Bike","0.14",3,"TUESDAY","Die Arche",296.8231946106799,5
10404,"Glasgow","Scotland","Run","0.25",5,"FRIDAY","Die Arche",524.8195619184655,18
10440,"Bangor","Wales","Bike","0.08",2,"SUNDAY","Viva con Agua",158.436411574888,17
10441,"Glasgow","Scotland","Run","0.23",5,"MONDAY","Die Arche",477.11369739404176,18
10549,"Cardiff","Wales","Run","0.10",2,"SUNDAY","Viva con Agua",211.02319422146812,11
10550,"Glasgow","Scotland","Run","0.11",2,"SUNDAY","Viva con Agua",255.16083919088288,12
10551,"Glasgow","Scotland","Run","0.14",3,"SUNDAY","Viva con Agua",325.219021905492,12
10552,"Cardiff","Wales","Run","0.10",2,"TUESDAY","Viva con Agua",214.5566815680102,16
10554,"Cardiff","Wales","Run","0.10",2,"SATURDAY","Viva con Agua",216.48380273043003,10
10556,"Glasgow","Scotland","Run","0.14",3,"SATURDAY","Viva con Agua",318.67005698988345,11
10557,"Cardiff","Wales","Run","0.10",2,"TUESDAY","Viva con Agua",206.49918408477185,16
10565,"Cardiff","Wales","Run","0.10",2,"TUESDAY","Die Arche",203.8262462526092,13
10767,"Glasgow","Scotland","Run","0.14",3,"WEDNESDAY","Viva con Agua",314.544801101485,18
10768,"Glasgow","Scotland","Bike","0.14",3,"FRIDAY","Viva con Agua",325.0748809114739,21
10778,"Aberdeen","Scotland","Run","0.16",3,"MONDAY","Tafel Deutschland",333.99089755924047,19
10805,"Glasgow","Scotland","Bike","0.11",2,"FRIDAY","Viva con Agua",243.51591800902798,10
10819,"Glasgow","Scotland","Run","0.13",3,"MONDAY","Viva con Agua",281.4375524722938,17
10843,"Glasgow","Scotland","Run","0.13",3,"MONDAY","Viva con Agua",271.8218288247851,15
10904,"Edinburgh","Scotland","Bike","0.16",3,"FRIDAY","Tafel Deutschland",332.53838929648026,21
10905,"Glasgow","Scotland","Run","0.13",3,"SATURDAY","Die Arche",271.58242397093625,7
10913,"Glasgow","Scotland","Run","0.13",3,"MONDAY","Tafel Deutschland",272.1765280533752,17
10938,"Glasgow","Scotland","Run","0.13",3,"MONDAY","Tafel Deutschland",273.1731180402781,15
10973,"Lisburn","North Ireland","Bike","0.16",3,"THURSDAY",,338.1812227868203,8
10991,"Cardiff","Wales","Bike","0.11",2,"SUNDAY",,251.07112573334987,7
11006,"Glasgow","Scotland","Run","0.14",3,"SUNDAY",,310.8605886213939,11
11016,"Edinburgh","Scotland","Run","0.17",3,"SUNDAY","Tafel Deutschland",357.5717965689045,11
11019,"Edinburgh","Scotland","Bike","0.08",2,"FRIDAY",,178.58157899785982,17
11065,"Glasgow","Scotland","Bike","0.11",2,"FRIDAY","Viva con Agua",250.30064858311945,20
11359,"Edinburgh","Scotland","Bike","0.10",2,"FRIDAY","Tafel Deutschland",205.75553916537135,20
11364,"Edinburgh","Scotland","Bike","0.08",2,"TUESDAY","Die Arche",161.31476756784292,18
11365,"Edinburgh","Scotland","Run","0.13",3,"SUNDAY","Tafel Deutschland",283.4832057130572,11
11427,"Edinburgh","Scotland","Run","0.16",3,"THURSDAY","Viva con Agua",336.6116639664959,11
11447,"Edinburgh","Scotland","Run","0.08",2,"SUNDAY","Tafel Deutschland",160.84150890435666,15
11509,"Newcastle upon Tyne","England","Bike","1.86",37,"MONDAY","Viva con Agua",3896.604418053177,18
11510,"Newcastle upon Tyne","England","Bike","1.61",32,"SUNDAY","Tafel Deutschland",3382.6740690348715,18
11625,"Glasgow","Scotland","Bike","0.13",2,"SATURDAY","Tafel Deutschland",233.30872668967118,15
11634,"Bangor","Wales","Run","0.20",3,"SUNDAY","Tafel Deutschland",357.7645306311377,17
11636,"Glasgow","Scotland","Run","0.10",2,"MONDAY","Die Arche",171.84902456894645,12
11658,"Cardiff","Wales","Run","0.17",3,"WEDNESDAY","Tafel Deutschland",318.8890488163178,15
11675,"Bangor","Wales","Bike","0.10",2,"SUNDAY","Viva con Agua",168.50556417031854,14
11732,"Swansea","Wales","Run","0.13",2,"TUESDAY","Tafel Deutschland",220.60898598381425,11
11733,"Swansea","Wales","Run","0.16",3,"THURSDAY","Tafel Deutschland",271.54333575949175,16
11734,"Swansea","Wales","Run","0.16",3,"FRIDAY","Tafel Deutschland",287.5824470524548,11
11735,"Swansea","Wales","Run","0.19",3,"SUNDAY","Tafel Deutschland",328.62872954115613,11
11736,"Swansea","Wales","Run","0.11",2,"TUESDAY","Tafel Deutschland",206.30707633434218,5
11738,"Swansea","Wales","Run","0.11",2,"MONDAY","Tafel Deutschland",200.52795994409746,11
11739,"Swansea","Wales","Run","0.10",2,"TUESDAY","Tafel Deutschland",174.6799128583582,5
11740,"Swansea","Wales","Run","0.11",2,"TUESDAY","Tafel Deutschland",204.47863451225246,11
11741,"Swansea","Wales","Run","0.11",2,"TUESDAY","Tafel Deutschland",202.1896859901242,16
11742,"Swansea","Wales","Run","0.16",3,"THURSDAY","Tafel Deutschland",286.68807838720676,11
11753,"Swansea","Wales","Run","0.11",2,"SATURDAY","Die Arche",206.38882878895848,6
11771,"Glasgow","Scotland","Run","0.10",2,"MONDAY","Viva con Agua",172.60191072200325,15
11818,"Newport","Wales","Run","0.19",3,"MONDAY","Tafel Deutschland",338.99392802816016,17
11819,"Newport","Wales","Run","0.11",2,"SUNDAY","Tafel Deutschland",211.74286482319488,17
11822,"Newport","Wales","Run","0.19",3,"MONDAY","Tafel Deutschland",334.46110191517295,16
11879,"Dundee","Scotland","Run","0.19",3,"WEDNESDAY","Tafel Deutschland",329.31261782347923,5
11921,"Glasgow","Scotland","Run","0.19",3,"THURSDAY","Die Arche",327.7921280525254,12
11934,"Glasgow","Scotland","Run","0.17",3,"WEDNESDAY","Viva con Agua",322.3555441448528,6
11939,"Inverness","Scotland","Run","0.14",2,"FRIDAY","Viva con Agua",260.548923883372,11
11940,"Inverness","Scotland","Run","0.13",2,"FRIDAY","Viva con Agua",223.4829718759976,14
11942,"Inverness","Scotland","Run","0.16",3,"THURSDAY","Viva con Agua",282.3449568923947,17
11950,"Inverness","Scotland","Run","0.14",2,"MONDAY","Viva con Agua",243.7254408047087,19
11972,"Stirling","Scotland","Run","0.11",2,"FRIDAY","Viva con Agua",215.7130601398441,12
11980,"Newport","Wales","Run","0.11",2,"WEDNESDAY","Viva con Agua",209.05966539400333,7
11982,"Aberdeen","Scotland","Run","0.17",3,"WEDNESDAY","Die Arche",297.0608634460954,11
11993,"Aberdeen","Scotland","Run","0.17",3,"THURSDAY","Tafel Deutschland",289.6328674872257,11
12039,"Aberdeen","Scotland","Run","0.34",3,"SATURDAY",,355.3830838314997,7
12040,"Newport","Wales","Run","0.17",2,"SATURDAY","Deutsche Sporthilfe",175.0224180572855,7
12081,"Edinburgh","Scotland","Run","0.23",2,"SATURDAY","Deutsche Sporthilfe",238.28715683707605,17
12086,"Edinburgh","Scotland","Run","0.23",2,"SATURDAY","Deutsche Sporthilfe",246.12033531292803,19
12092,"Bangor","Wales","Run","0.16",3,"MONDAY","Viva con Agua",274.5438839248036,5
12098,"Armagh","North Ireland","Run","0.17",3,"WEDNESDAY","Die Arche",307.95284857586506,10
12103,"Armagh","North Ireland","Run","0.26",3,"SUNDAY","Deutsche Sporthilfe",269.7395220369096,8
12159,"Edinburgh","Scotland","Bike","0.28",3,"SUNDAY","Deutsche Sporthilfe",296.789164606412,20
12209,"Glasgow","Scotland","Run","0.14",2,"THURSDAY","Die Arche",259.6546306370916,6
12294,"Glasgow","Scotland","Run","0.08",2,"MONDAY","Tafel Deutschland",162.29776852993814,5
12298,"Glasgow","Scotland","Run","0.11",2,"THURSDAY","Viva con Agua",186.63163144616573,5
12330,"Glasgow","Scotland","Run","0.20",2,"SATURDAY","Deutsche Sporthilfe",220.63535675332733,6
12362,"Glasgow","Scotland","Run","0.20",2,"SATURDAY","Deutsche Sporthilfe",209.69647489573325,14
12363,"Newry","North Ireland","Run","0.32",3,"SATURDAY","Deutsche Sporthilfe",333.2905559552904,14
12413,"Glasgow","Scotland","Run","0.23",2,"SUNDAY","Deutsche Sporthilfe",200.10484651943142,13
12414,"Glasgow","Scotland","Run","0.40",3,"SUNDAY","Deutsche Sporthilfe",347.56577266855834,12
12417,"Stirling","Scotland","Run","0.19",2,"SUNDAY","Deutsche Sporthilfe",200.901373150899,13
12419,"Newry","North Ireland","Run","0.17",2,"SUNDAY","Deutsche Sporthilfe",193.8896002835526,14
12434,"Glasgow","Scotland","Run","0.10",2,"MONDAY","Die Arche",171.48407316031114,6
12454,"Glasgow","Scotland","Run","0.19",3,"TUESDAY","Die Arche",328.96291642233217,6
12486,"Newcastle upon Tyne","England","Bike","2.95",49,"FRIDAY","Viva con Agua",5156.16768192699,18
12487,"Newcastle upon Tyne","England","Bike","3.20",53,"WEDNESDAY","Tafel Deutschland",5616.483741612295,18
12516,"Edinburgh","Scotland","Run","0.14",2,"FRIDAY","Viva con Agua",260.30634856658077,14
12517,"Belfast","North Ireland","Run","0.10",2,"MONDAY","Viva con Agua",168.43517319253658,10
12518,"Glasgow","Scotland","Run","0.10",2,"MONDAY","Viva con Agua",178.53274884366667,13
12537,"Edinburgh","Scotland","Run","0.14",3,"WEDNESDAY","Viva con Agua",269.31164950520264,15
12539,"Glasgow","Scotland","Run","0.14",2,"THURSDAY","Viva con Agua",258.7233471265927,16
12553,"Glasgow","Scotland","Run","0.13",2,"TUESDAY","Viva con Agua",218.9671758163557,19
12561,"Aberdeen","Scotland","Run","0.17",3,"FRIDAY","Tafel Deutschland",295.7578961228496,16
12576,"Bangor","Wales","Run","0.11",2,"WEDNESDAY","Viva con Agua",214.53654554072443,14
12591,"Aberdeen","Scotland","Run","0.16",3,"WEDNESDAY","Tafel Deutschland",275.74230779118466,16
12592,"Aberdeen","Scotland","Run","0.17",3,"THURSDAY","Tafel Deutschland",306.77644532939064,15
12688,"Glasgow","Scotland","Run","0.17",3,"FRIDAY","Die Arche",316.9669651185443,4
12690,"Glasgow","Scotland","Run","0.17",3,"SUNDAY","Die Arche",319.3472948213471,5
12692,"Glasgow","Scotland","Run","0.17",3,"THURSDAY","Die Arche",315.0998603064477,4
12702,"Coventry","England","Bike","1.80",30,"WEDNESDAY","Die Arche",3148.518379152142,18
12715,"Glasgow","Scotland","Run","0.20",3,"WEDNESDAY","Viva con Agua",365.7966798253603,16
12760,"Edinburgh","Scotland","Run","0.16",3,"FRIDAY","Viva con Agua",286.1306164765566,13
12761,"Edinburgh","Scotland","Bike","0.20",3,"SATURDAY","Viva con Agua",367.25083909073084,11
12762,"Edinburgh","Scotland","Bike","0.16",3,"MONDAY","Viva con Agua",280.14641899380626,13
12763,"Edinburgh","Scotland","Bike","0.17",3,"MONDAY","Viva con Agua",305.27271277458857,15
12770,"Lisburn","North Ireland","Run","0.16",3,"SUNDAY","Die Arche",275.3560580977251,13
12779,"Glasgow","Scotland","Run","0.11",2,"TUESDAY","Die Arche",204.56873343089867,4
12780,"Glasgow","Scotland","Run","0.11",2,"THURSDAY","Die Arche",197.45504594376712,4
12807,"Stirling","Scotland","Run","0.19",3,"MONDAY","Viva con Agua",333.3456318051891,6
12808,"Stirling","Scotland","Run","0.19",3,"WEDNESDAY","Viva con Agua",333.1376458948904,6
12809,"Stirling","Scotland","Run","0.14",3,"THURSDAY","Viva con Agua",269.5440586957036,13
12810,"Stirling","Scotland","Run","0.14",2,"FRIDAY","Viva con Agua",255.6659398783024,14
12812,"Stirling","Scotland","Run","0.13",2,"MONDAY","Viva con Agua",233.3725295012105,14
12813,"Stirling","Scotland","Run","0.13",2,"TUESDAY","Viva con Agua",235.84287392555348,12
12814,"Stirling","Scotland","Run","0.20",3,"WEDNESDAY","Viva con Agua",344.41962239209937,6
12815,"Stirling","Scotland","Run","0.20",3,"THURSDAY","Viva con Agua",353.44620850119765,7
12817,"Stirling","Scotland","Run","0.11",2,"TUESDAY","Viva con Agua",186.66792365768407,15
12818,"Stirling","Scotland","Run","0.14",2,"SATURDAY","Tafel Deutschland",247.57888854743004,16
12834,"Newry","North Ireland","Run","0.17",3,"SATURDAY","Viva con Agua",288.86396893721417,15
12836,"Newry","North Ireland","Run","0.11",2,"TUESDAY","Viva con Agua",193.00024481522368,13
12838,"Newry","North Ireland","Run","0.17",3,"TUESDAY","Viva con Agua",295.8448567154433,12
12870,"Cardiff","Wales","Run","0.20",3,"WEDNESDAY","Tafel Deutschland",360.9558384903263,17
13021,"Belfast","North Ireland","Run","0.28",5,"FRIDAY","Tafel Deutschland",503.6598260656555,16
13101,"Aberdeen","Scotland","Bike","0.32",5,"FRIDAY","Viva con Agua",567.4365523900849,6
13112,"Edinburgh","Scotland","Bike","0.19",3,"WEDNESDAY","Die Arche",327.29949241938544,15
13135,"Newport","Wales","Run","0.17",2,"SUNDAY","Deutsche Sporthilfe",183.21504580025623,12
13140,"Armagh","North Ireland","Run","0.29",5,"SUNDAY","Die Arche",528.1083079330436,14
13141,"Armagh","North Ireland","Run","0.28",5,"FRIDAY","Viva con Agua",510.461798434719,10
14181,"Glasgow","Scotland","Bike","0.11",2,"TUESDAY","Die Arche",248.78231028957825,10
14185,"Glasgow","Scotland","Bike","0.08",2,"TUESDAY","Viva con Agua",198.47551956983372,12
14191,"Glasgow","Scotland","Run","0.16",3,"TUESDAY","Die Arche",336.49939194896007,15
14197,"Glasgow","Scotland","Bike","0.14",3,"TUESDAY","Viva con Agua",315.5478768479747,15
14218,"Glasgow","Scotland","Bike","0.08",2,"WEDNESDAY","Viva con Agua",199.49053027756133,12
14237,"Glasgow","Scotland","Bike","0.10",2,"THURSDAY","Viva con Agua",214.3386237442308,12
14240,"Glasgow","Scotland","Run","0.11",2,"THURSDAY","Die Arche",261.60301368960285,14
14252,"Glasgow","Scotland","Run","0.39",3,"FRIDAY","Die Arche",269.8508938223042,5
14260,"Glasgow","Scotland","Bike","0.29",2,"FRIDAY","Viva con Agua",208.27293694273854,12
14262,"Glasgow","Scotland","Run","0.28",2,"FRIDAY","Die Arche",200.43635704904187,13
14277,"Glasgow","Scotland","Run","0.32",2,"SUNDAY","Die Arche",222.97604490110618,10
14297,"Glasgow","Scotland","Bike","0.29",2,"MONDAY","Viva con Agua",210.5411244479325,6
14306,"Glasgow","Scotland","Run","0.34",2,"MONDAY","Viva con Agua",248.33015655003575,12
14409,"Glasgow","Scotland","Run","0.35",2,"FRIDAY","Viva con Agua",250.47627369137263,16
14584,"Glasgow","Scotland","Run","0.13",3,"THURSDAY","Viva con Agua",275.8066302509704,16
14586,"Glasgow","Scotland","Run","0.17",3,"FRIDAY","Viva con Agua",367.47452786529254,5
14959,"Cardiff","Wales","Run","0.10",2,"SATURDAY","Viva con Agua",202.89937099501665,9
15031,"Londonderry","North Ireland","Bike","0.08",2,"MONDAY","Die Arche",176.33944965001288,17
15034,"Newry","North Ireland","Run","0.10",2,"MONDAY","Viva con Agua",220.404142503823,18
15078,"Dundee","Scotland","Run","0.08",2,"TUESDAY","Die Arche",185.70548228402882,13
15114,"Glasgow","Scotland","Run","0.14",3,"WEDNESDAY","Die Arche",313.1660859977821,5
15136,"Newry","North Ireland","Run","0.14",3,"WEDNESDAY","Viva con Agua",300.1160025938885,12
15163,"Newry","North Ireland","Run","0.10",2,"WEDNESDAY","Die Arche",203.54808999483106,18
15169,"Newry","North Ireland","Run","0.14",3,"THURSDAY","Die Arche",320.11544478188733,4
15191,"Newry","North Ireland","Run","0.14",3,"THURSDAY","Viva con Agua",286.192996956042,9
